custId,gender,SeniorCitizen,Married,Children,TVConnection,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Internet,HighSpeed,AddedServices,Subscription,tenure,PaymentMethod,MonthlyCharges,TotalCharges,Satisfied
521,Male,1,Yes,No,Cable,No,Yes,Yes,No,No,No,Yes,No,Yes,Monthly,34,Credit card,85.2,2874.45,1
4574,Female,0,Yes,No,DTH,No,No,Yes,Yes,No,No,Yes,No,Yes,Monthly,22,Cash,54.7,1178.75,1
2213,Male,0,No,No,DTH,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Biannually,49,Bank transfer,66.15,3199,1
3336,Female,0,No,No,DTH,Yes,No,No,No,Yes,Yes,No,No internet,No,Annually,54,Bank transfer,44.1,2369.7,1
2108,Male,0,Yes,No,Cable,No,Yes,No,Yes,No,No,Yes,No,Yes,Monthly,49,Credit card,85.3,4297.95,1
5082,Male,0,No,No,DTH,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Monthly,15,Credit card,58.6,939.7,0
3638,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,15,Bank transfer,19.75,297.3,0
216,Female,0,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Annually,67,Bank transfer,106.6,7244.7,1
4471,Male,0,No,No,DTH,Yes,No,Yes,No,Yes,No,No,No internet,No,Annually,43,Net Banking,44.15,1931.3,1
2834,Female,0,Yes,No,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Annually,59,Credit card,107.0,6152.3,1
2107,Male,1,No,No,Cable,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Monthly,18,Net Banking,95.45,1752.55,0
3905,Male,0,Yes,No,DTH,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Monthly,33,Bank transfer,72.75,2447.45,1
3553,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,1,Cash,19.55,19.55,1
5638,Female,1,No,No,Cable,No,Yes,Yes,No,No,No,Yes,No,Yes,Monthly,3,Net Banking,86.85,220.95,0
1535,Female,0,No,Yes,DTH,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Biannually,70,Net Banking,66.0,4891.5,1
3453,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,No,Biannually,70,Cash,24.05,1764.75,1
6352,Male,0,No,No,DTH,No,No,Yes,No,Yes,Yes,No,No internet,No,Annually,45,Bank transfer,42.3,1840.75,1
4929,Male,0,No,No,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,69.8,69.8,0
218,Male,0,No,No,DTH,No,No,No,No,Yes,Yes,Yes,Yes,No,Annually,51,Credit card,59.9,3043.6,1
80,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,Yes,No,Monthly,3,Net Banking,75.25,242,0
6954,Female,0,No,No,DTH,No,No,Yes,No,Yes,Yes,No,No internet,Yes,Annually,57,Credit card,41.1,2258.25,1
2953,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,Yes,Biannually,71,Credit card,24.25,1732.95,1
6349,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,4,Credit card,20.45,82.85,1
4342,Female,1,Yes,Yes,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Biannually,72,Credit card,92.45,6440.25,0
107,Female,0,No,No,DTH,No,No,No,No,No,No,Yes,Yes,No,Monthly,4,Net Banking,50.7,214.55,1
5989,Male,0,No,No,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,69.1,69.1,0
3177,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,40,Cash,19.1,780.1,1
3608,Male,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,3,Bank transfer,20.0,49.65,1
1553,Female,0,Yes,Yes,DTH,Yes,No,Yes,Yes,Yes,No,No,No internet,No,Annually,45,Bank transfer,51.0,2264.5,1
462,Female,0,No,No,DTH,No,No,No,No,No,No,Yes,No,No,Monthly,1,Cash,45.15,45.15,1
3846,Male,1,Yes,No,DTH,No,No,Yes,No,Yes,No,Yes,No,No,Annually,36,Credit card,54.1,1992.85,1
3444,Male,1,Yes,No,Cable,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Monthly,23,Net Banking,90.0,2024.1,1
2471,Male,0,No,No,Cable,No,No,No,No,No,No,Yes,No,No,Monthly,25,Net Banking,69.75,1729.35,1
2298,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,1,Bank transfer,20.15,20.15,1
718,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,72,Bank transfer,20.3,1401.15,1
4301,Female,0,No,No,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Monthly,24,Net Banking,84.35,1938.05,1
6040,Male,0,No,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,21,Net Banking,73.7,1558.7,1
5643,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,No,Biannually,72,Credit card,24.25,1784.5,1
4291,Female,0,No,No,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Annually,30,Bank transfer,85.35,2530.4,0
2544,Female,0,No,No,DTH,No,Yes,No,No,No,No,No,No internet,Yes,Monthly,11,Cash,35.8,363.15,1
378,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,19,Cash,18.8,279.2,1
4495,Female,0,No,No,DTH,No,No,No,No,No,No,No,No internet,Yes,Monthly,4,Net Banking,24.45,86.6,0
988,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,1,Cash,19.45,19.45,0
4214,Female,0,No,No,DTH,No,No,No,No,No,No,No,No internet,No,Monthly,35,Net Banking,24.15,812.5,1
22,Female,0,Yes,Yes,DTH,No,No,No,No,Yes,No,No,No internet,Yes,Monthly,3,Cash,31.0,95.05,0
4692,Female,0,No,No,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,9,Net Banking,43.75,405.7,1
1964,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,33,Cash,20.1,670.35,1
1074,Male,0,Yes,Yes,Cable,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Biannually,72,Bank transfer,90.45,6565.85,1
2488,Male,0,No,No,Cable,No,No,No,Yes,No,No,Yes,Yes,Yes,Monthly,2,Net Banking,82.0,184.65,0
5263,Male,0,No,No,DTH,No,No,No,No,Yes,No,Yes,No,Yes,Monthly,24,Credit card,51.1,1269.6,1
327,Male,0,No,No,DTH,No,Yes,No,No,Yes,No,Yes,No,Yes,Annually,12,Net Banking,59.8,727.8,0
4288,Male,0,Yes,Yes,Cable,No,No,Yes,Yes,No,No,Yes,No,No,Monthly,30,Bank transfer,82.05,2570.2,1
5561,Female,0,Yes,Yes,DTH,Yes,Yes,Yes,Yes,Yes,No,No,No internet,No,Biannually,68,Credit card,60.3,4109,1
2616,Male,0,No,No,DTH,No,No,No,No,No,No,No,No internet,No,Monthly,3,Net Banking,25.1,79.8,1
6316,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,70.3,70.3,0
2801,Female,1,No,No,Cable,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Monthly,30,Net Banking,99.7,2967.35,0
1303,Female,0,Yes,No,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Biannually,72,Bank transfer,88.05,6520.8,1
5387,Female,0,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Annually,66,Bank transfer,74.25,4859.25,1
1104,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,61,Cash,19.4,1182.55,0
822,Male,0,Yes,Yes,DTH,No,No,No,No,No,No,Yes,Yes,No,Monthly,19,Credit card,50.1,910.45,1
1099,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Annually,27,Cash,20.55,583.3,1
3362,Female,1,Yes,No,Cable,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Biannually,69,Credit card,105.4,6998.95,1
6074,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,57,Cash,19.4,1061.6,1
5089,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,No,Biannually,64,Cash,25.55,1714.95,1
6365,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,12,Cash,20.1,223.6,1
2257,Female,0,Yes,Yes,Cable,Yes,Yes,No,No,No,No,Yes,No,Yes,Annually,28,Bank transfer,90.1,2598.95,0
4027,Female,0,No,No,DTH,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Annually,34,Bank transfer,79.95,2727.3,1
3093,Female,1,No,No,Cable,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Monthly,21,Net Banking,94.25,1973.75,0
1247,Female,1,Yes,No,Cable,Yes,No,No,No,No,No,Yes,Yes,Yes,Monthly,16,Credit card,85.35,1375.15,0
2741,Male,0,Yes,No,DTH,No,No,No,No,Yes,Yes,Yes,No,No,Monthly,57,Net Banking,55.7,3171.6,1
4458,Male,1,Yes,No,Cable,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Monthly,58,Net Banking,98.9,5780.7,1
7029,Male,0,No,No,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,2,Bank transfer,46.6,87.9,1
908,Female,1,Yes,Yes,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biannually,72,Bank transfer,90.15,6716.45,1
6972,Female,0,No,No,DTH,No,No,Yes,No,No,Yes,Yes,No,No,Monthly,42,Credit card,54.55,2455.05,1
5101,Male,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,72,Bank transfer,20.7,1492.1,1
5966,Female,0,Yes,Yes,DTH,No,No,Yes,No,No,No,Yes,No,No,Monthly,1,Cash,50.45,50.45,0
6837,Female,1,Yes,No,Cable,No,No,Yes,No,No,No,Yes,Yes,No,Monthly,32,Cash,79.3,2570,1
1898,Female,0,No,No,DTH,Yes,Yes,Yes,Yes,Yes,No,No,No internet,No,Annually,12,Net Banking,60.65,743.3,1
3808,Female,1,Yes,No,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Cash,70.45,70.45,0
1884,Male,0,No,No,DTH,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Monthly,9,Bank transfer,68.25,576.95,1
1511,Female,0,Yes,Yes,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,50,Bank transfer,69.75,3557.7,1
5150,Female,0,No,No,DTH,No,No,No,No,No,No,No,No internet,No,Monthly,20,Credit card,24.9,505.95,1
341,Female,0,Yes,Yes,Cable,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Monthly,16,Credit card,89.45,1430.25,0
4350,Female,0,Yes,No,Cable,No,No,No,Yes,No,No,Yes,Yes,Yes,Monthly,55,Credit card,77.75,4266.4,1
84,Female,0,Yes,No,Cable,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Annually,55,Net Banking,94.75,5276.1,1
5904,Male,1,No,No,DTH,No,No,No,Yes,No,No,No,No internet,Yes,Monthly,12,Credit card,29.35,381.2,1
5937,Female,1,No,No,Cable,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Monthly,11,Net Banking,95.0,1120.3,0
3513,Male,0,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Annually,72,Credit card,104.9,7537.5,1
3309,Female,0,Yes,Yes,DTH,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Annually,33,Net Banking,79.15,2531.4,1
3394,Male,0,No,No,DTH,No,No,No,No,No,Yes,Yes,No,Yes,Monthly,45,Bank transfer,50.9,2298.55,1
6665,Male,0,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Monthly,31,Net Banking,89.3,2823,1
2856,Male,0,No,No,DTH,No,No,No,Yes,Yes,No,No,No internet,No,Monthly,10,Net Banking,35.75,389.8,1
3671,Male,1,No,No,Cable,No,No,Yes,No,No,No,Yes,Yes,Yes,Monthly,8,Net Banking,81.25,585.95,0
2013,Female,0,No,No,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Monthly,47,Net Banking,106.4,5127.95,0
593,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,18,Cash,19.55,389.25,1
7013,Female,1,Yes,No,Cable,Yes,Yes,No,No,No,No,Yes,No,Yes,Annually,20,Bank transfer,91.0,1859.5,1
1344,Male,0,No,No,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,44.75,44.75,1
4561,Female,0,No,No,DTH,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Biannually,49,Bank transfer,67.4,3306.85,1
370,Male,0,Yes,No,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Biannually,71,Net Banking,105.25,7291.75,1
1316,Female,0,Yes,Yes,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Biannually,72,Bank transfer,83.7,6096.9,1
1113,Male,0,Yes,No,Cable,No,No,No,Yes,No,Yes,Yes,No,Yes,Monthly,38,Net Banking,79.45,3013.05,0
4523,Female,0,No,No,Cable,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Monthly,12,Bank transfer,98.9,1120.95,0
4563,Male,1,Yes,No,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Biannually,72,Credit card,109.7,7898.45,1
5141,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,27,Cash,20.3,595.05,1
4007,Female,0,No,No,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Annually,61,Cash,115.1,6993.65,1
2161,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,No,No,Monthly,1,Net Banking,70.5,70.5,0
3339,Male,0,No,Yes,Cable,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Annually,49,Bank transfer,100.6,5069.65,0
1791,Female,0,Yes,No,DTH,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Monthly,42,Credit card,66.4,2727.8,1
228,Female,0,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Monthly,52,Bank transfer,84.05,4326.8,1
2166,Female,0,No,No,DTH,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Annually,29,Credit card,71.0,2080.1,1
6938,Female,1,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,1,Net Banking,19.45,19.45,0
4026,Female,0,No,No,Cable,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Monthly,40,Bank transfer,93.4,3756.4,1
899,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,44,Credit card,20.4,905.55,1
3118,Female,1,No,No,Cable,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Monthly,16,Net Banking,96.15,1529.2,0
1882,Male,0,No,No,DTH,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Monthly,11,Net Banking,60.9,688.5,1
4719,Female,0,No,No,Cable,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Monthly,26,Bank transfer,100.5,2599.95,1
1708,Female,0,Yes,No,DTH,No,No,Yes,No,Yes,No,Yes,No,No,Monthly,23,Net Banking,54.25,1221.55,1
6683,Male,0,Yes,No,Cable,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Annually,67,Credit card,90.6,6056.15,0
2795,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,20,Cash,19.4,415.4,1
5548,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,11,Bank transfer,20.3,246.3,1
1304,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,1,Net Banking,19.45,19.45,1
2447,Male,1,Yes,No,DTH,No,No,No,No,No,No,No,No internet,Yes,Monthly,38,Net Banking,24.85,955.75,1
2980,Male,1,No,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,67,Cash,75.7,5060.85,1
2928,Male,0,Yes,Yes,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biannually,47,Cash,90.5,4318.35,1
6429,Female,1,Yes,No,DTH,No,No,No,Yes,No,No,Yes,No,No,Monthly,2,Credit card,50.15,115.1,0
3607,Male,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,60,Cash,19.95,1258.15,1
4845,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,1,Cash,19.3,19.3,0
4660,Male,0,Yes,No,Cable,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Monthly,34,Net Banking,100.85,3527.3,1
6701,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,No,Biannually,68,Credit card,25.8,1911.5,1
960,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,30,Cash,19.7,625.05,1
4446,Male,0,No,No,Cable,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Annually,41,Net Banking,89.55,3729.75,1
1925,Female,0,No,No,DTH,No,No,No,No,Yes,Yes,Yes,No,Yes,Annually,11,Cash,54.6,617.85,1
2942,Male,0,Yes,Yes,DTH,No,No,No,No,No,No,Yes,No,No,Monthly,7,Net Banking,44.75,333.65,1
567,Female,0,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Monthly,35,Net Banking,106.9,3756.45,1
6854,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,2,Cash,20.05,39.25,1
2004,Female,0,Yes,Yes,DTH,No,No,Yes,Yes,No,No,Yes,No,Yes,Monthly,10,Cash,55.55,551.3,1
6806,Female,0,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,No,No,Monthly,27,Cash,74.4,1972.35,1
4684,Male,0,No,No,Cable,No,No,No,Yes,No,No,Yes,No,Yes,Monthly,11,Cash,75.9,866.4,1
4961,Female,0,No,No,DTH,Yes,Yes,No,No,Yes,No,No,No internet,Yes,Annually,6,Cash,49.25,255.6,1
2947,Female,1,Yes,No,Cable,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Annually,39,Cash,99.1,3877.95,1
6693,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,6,Cash,20.65,109.3,1
6434,Male,0,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biannually,72,Credit card,114.3,8058.55,1
753,Male,0,Yes,Yes,DTH,No,No,No,No,No,Yes,Yes,Yes,No,Monthly,2,Cash,56.7,113.55,0
4737,Male,0,Yes,Yes,Cable,No,Yes,Yes,No,No,No,Yes,No,No,Monthly,28,Net Banking,85.45,2289.9,1
1748,Male,0,No,No,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Biannually,69,Cash,90.65,6322.1,1
2328,Male,0,No,No,Cable,Yes,No,Yes,No,No,No,Yes,No,Yes,Monthly,2,Net Banking,85.85,167.3,0
4971,Female,0,Yes,No,DTH,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Monthly,13,Net Banking,76.2,981.45,1
1624,Female,0,Yes,Yes,DTH,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Annually,48,Bank transfer,69.7,3023.65,1
5355,Male,0,Yes,No,Cable,Yes,Yes,No,No,No,No,Yes,No,No,Monthly,56,Cash,89.7,4952.95,1
6593,Male,0,Yes,Yes,DTH,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Biannually,66,Cash,65.85,4097.05,1
4685,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,17,Cash,20.15,353.65,1
635,Female,0,No,No,DTH,Yes,No,Yes,Yes,Yes,Yes,No,No internet,Yes,Biannually,36,Cash,53.1,1901.25,1
6466,Male,0,No,No,Cable,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Monthly,30,Credit card,84.3,2438.6,1
5424,Male,1,No,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,1,Net Banking,73.65,73.65,0
2048,Female,1,No,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,8,Net Banking,75.75,606.25,0
6002,Male,0,No,No,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,2,Net Banking,69.8,146.65,1
436,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,45,Cash,20.85,892.15,1
6292,Female,0,Yes,Yes,Cable,Yes,No,No,No,No,No,Yes,No,Yes,Monthly,14,Bank transfer,80.9,1152.8,1
2435,Female,1,No,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,1,Cash,74.45,74.45,0
3255,Male,0,No,No,DTH,Yes,No,No,No,No,No,No,No internet,Yes,Monthly,1,Net Banking,35.55,35.55,0
6180,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,18,Cash,20.25,401.95,1
2076,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,No,Biannually,63,Credit card,24.65,1574.5,1
6618,Male,0,Yes,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Monthly,5,Net Banking,84.5,453.75,0
3413,Female,0,Yes,Yes,Cable,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Monthly,14,Bank transfer,90.9,1259,0
5277,Male,0,Yes,No,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biannually,72,Bank transfer,89.05,6254.45,1
4362,Male,1,No,No,DTH,No,No,No,No,Yes,No,Yes,No,No,Monthly,9,Cash,49.2,447.9,1
6647,Male,1,No,No,Cable,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Biannually,71,Net Banking,106.8,7623.2,1
6795,Male,0,No,No,DTH,No,No,No,Yes,Yes,No,No,No internet,No,Annually,40,Credit card,36.0,1382.9,1
2608,Male,0,Yes,Yes,DTH,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Biannually,58,Credit card,71.6,4230.25,1
3422,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,Yes,Biannually,70,Bank transfer,26.0,2006.95,1
4683,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Cash,70.8,70.8,0
1318,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,Yes,Annually,39,Cash,24.2,914.6,1
4778,Male,0,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Annually,41,Net Banking,102.6,4213.35,0
4813,Male,0,Yes,No,Cable,No,No,Yes,Yes,No,No,Yes,No,No,Annually,40,Net Banking,80.8,3132.75,1
3769,Female,0,Yes,No,DTH,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Annually,52,Cash,64.3,3410.6,1
4614,Female,0,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,No,Yes,Monthly,9,Net Banking,75.85,647.5,1
6044,Male,1,Yes,No,Cable,No,Yes,No,No,No,Yes,Yes,Yes,No,Monthly,31,Net Banking,89.45,2807.65,1
658,Male,0,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Annually,47,Bank transfer,113.45,5317.8,1
1285,Male,0,No,No,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,4,Net Banking,45.9,199.75,1
3639,Female,0,No,No,Cable,Yes,No,No,No,No,No,Yes,No,Yes,Monthly,7,Net Banking,79.3,523.15,0
584,Male,0,No,Yes,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,44.4,44.4,0
3827,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,36,Credit card,19.45,754.5,1
375,Male,0,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Monthly,19,Net Banking,103.3,2012.7,0
4436,Male,0,No,No,DTH,Yes,Yes,Yes,No,No,No,No,No internet,Yes,Monthly,14,Net Banking,50.75,712.75,0
4997,Male,1,Yes,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,7,Cash,74.4,527.9,0
2974,Male,1,Yes,No,Cable,Yes,No,No,Yes,No,No,Yes,Yes,No,Monthly,49,Credit card,90.05,4547.25,0
2635,Male,0,No,No,DTH,No,No,No,No,No,Yes,Yes,No,Yes,Monthly,1,Cash,50.7,50.7,1
5135,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,13,Cash,18.8,251.25,1
2627,Male,0,Yes,No,DTH,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Annually,49,Net Banking,84.35,4059.35,0
4289,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,No,No,Monthly,1,Bank transfer,69.7,69.7,0
6199,Male,1,No,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,1,Net Banking,75.75,75.75,0
2031,Male,0,Yes,Yes,DTH,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Monthly,27,Bank transfer,71.6,1957.1,1
6902,Female,0,No,No,Cable,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Annually,46,Credit card,95.65,4664.2,1
3584,Male,0,Yes,Yes,Cable,Yes,No,No,No,No,No,Yes,Yes,No,Monthly,55,Bank transfer,85.5,4713.4,1
6673,Male,0,Yes,No,DTH,No,No,Yes,No,No,Yes,No,No internet,No,Monthly,17,Cash,34.4,592.75,1
2050,Male,1,Yes,No,DTH,No,No,No,Yes,No,No,Yes,No,No,Biannually,49,Cash,49.8,2398.4,1
3982,Female,0,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Annually,46,Bank transfer,105.2,4822.85,0
